Lyric,Genre,Artist
"Aye, you could be so used to somethin' man. You know everyday you grow, everyday you changin'. And I never tried to change on you but it's just like. I had to do it by myself for so long to where [?]. For you to come back into my life it just don't feel right like. Feel like somethin's missin'. And you feel like - you just feel different. So you gotta forgive me if I act strange with you. Never changed witchu. This is a burden that none of us want. The judge broke us up when I went back to court. Sentenced the time and it tore us apart. Beautiful creature and I know what you are. Prayed no one else get control of your heart. I hold it down, I was built for this part. Been away too long. I know how to prove who you are. But I'll find you again, I'll find you again love. I'll find you again, I'll find you again love. I'll find you again, I'll find you again. I'll find you again love, I'll find you again. All I knew was run it up and try to stack, stay focused. One day you be up to bat and I'm on it. Fingernails, tryna scrape. With the safety pin break it down to crack, whoever want it. Movin' reckless wit' the Gat, I protect the pack. I be stayin' strapped, niggas tryna jack, bitches tryna trap. Maybe it's perhaps, I be in the trap. And I got them racks [?] smoked up, we keep it on her lap. You know how I'm comin', fall in the [?] , I dive in your shit. I'm one in a million, I'm standin' on ten. Hit your bitch from the back, I supply her with dick. She was a virgin when she was with him. Showed her somethin', fuck everyone else. I can't give you the world but I can give you myself. If you was loyal put my love on the shelf. You and I, I'm just a natural to belt. Guess I'll find someone else but I ain't got time for no one else. Grind hard, Glendale bein' chauffeured. Panoramic roof, in here we smokin'. Legal pistol anybody approachin' (boom!). In your name in case we get pulled over (woo, woo). This is a burden that none of us want. The judge broke us up when I went back to court. Sentenced the time and it tore us apart. Beautiful creature and I know what you are. Prayed no one else get control of your heart. I hold it down, I was built for this part. Been away too long. I know how to prove who you are. But I'll find you again, I'll find you again love. I'll find you again, I'll find you again love. I'll find you again, I'll find you again. I'll find you again love, I'll find you again. We was all utterly rejected. We went from nothin' to somethin' together. People like what the fuck you see in her?. Tod you they like what the fuck you see in him?. Why you love him? you shouldn't trust him. He's a fuck up, so disgustin' and your family's sayin' fuck me. I'm successful and now they love me. Marble Slab our first kiss. Recollectin' the night that you told me you need me. Told Tyra ""baby gimme the keys"". Put a dick on my hip on the highway, I'm speedin'. Just had a argument, you was too busy. I would get upset whenever you would leave me (don't leave me). Joe changed form, got 'em tatted on arm. Felt so alone and it wasn't easy. Late nights, grandmother's house. Talkin' takin' over the world together. Helped me through my insecurities. Sayin' you was gonna be my world forever. I comforted you through the death of our child. Had our first girl together. Our love is a fire inside and it's gon' burn forever. This is a burden that none of us want. The judge broke us up when I went back to court. Sentenced the time and it tore us apart. Beautiful creature and I know what you are. Prayed no one else get control of your heart. I hold it down, I was built for this part. Been away too long. I know how to prove who you are. But I'll find you again, I'll find you again love. I'll find you again, I'll find you again love. I'll find you again, I'll find you again. I'll find you again love, I'll find you again. You know your momma from out the nine. You what I'm sayin?. My grandma from out the nine. All my cousins and shit from out the nine you know?. Uh, I'm sayin' like, um, this how this 'sposed to go. This ain't no, you know. This how this 'sposed to go ya heard?. Totin' my hustle all in main [?]. I'm really retarded, yeah. Nigga, I'm really retarded, yeah. That bitch platinum (platinum, platinum, platinum)",Hip Hop,Kevin Gates
"Got me in love like a criminal. Blame me like a good time rock and roll. Roll up coasting high and low. Got me so out of control. Feeling like the kiss under your fingertips. Melting like sugar. I wanna kiss your lips. Desperate love bilingual risk. Have to have you, need all of it. Give me all your loving here tonight. Gonna make you feel all right. Come a little closer hit the lights. You'd be waiting for this all your life. I want your love. I want it. I need your love. I need it. I want your love. I want your love. I want your love. I want your love. I want your love. I want it. Give me all your love tonight. Give me all your love tonight. Smoke you cause I need a hit. Unwrap me a like a christmas gift. Tangled sheets and mocca ships. Gamble everything for the love of it. High for you like a fire lit. Call the police and the movement. Rated x ain't for the kids. Give me that back, give me all of it. Give me all your loving here tonight. Gonna make you feel all right. Come a little closer hit the lights. You'd be waiting for this all your life. I want your love. I want it. I need your love. I need it. I want your love. I want your love. I want your love. I want your love. I want your love. I want it. Give me all your love tonight. Give me all your love tonight. I want your love. I want your love. In here baby. I need your love. I need your love. In here baby. I want your love. I want your love. In here baby. I need your love. I need your love. In here baby. I want your love. I want it. I need your love. I need it. I want your love. I want your love. I want your love. I want your love. I want your love. I want it. Give me all your love tonight. Give me all your love tonight. Give me all your love tonight. Give me all your love tonight",Hip Hop,Kat Graham
"[Intro]. Yeah. Shady..... Aftermath...... G-Unit!!. [Hook]. I got places to go, got people to see. The penitentiary ain't the place for me. I'm warning you, do not tempt me. I'll run up and squeeze it, put a hole in you. [Verse 1]. You mistaking me for somebody that you should be testin'. You should be stressing, I'm fitting to fucking teach you a lesson. Rap 101's in session, Em laced the track that I'm blessin'. Smith and Wesson's the weapon in case you was guessin'. Capping 'em, kept in my Benz, hot beginning to end. Watch the 22's spin, my hoes they perfect ten. I got shot up but I got up and I'm back at it again. Motherfuckers that thought I wouldn't win pretend to be friends. At first you fail, try, try, try, try again. I'm the best, don't you get it? Forget it, when I spit it, it's crazy. You love it, admit it, you like that I live it, it's Shady. Aftermath in your ass, bitch. If it's not a classic when it's done we trash it. Flow I got it mastered, stunt and get your ass kicked, bastard. When measures get drastic, Glocks made out of plastic. Cock it, aim it, blast it, run nigga, now stash it. [Hook]. I got places to go, got people to see. The penitentiary ain't the place for me. I'm warning you, do not tempt me. I'll run up and squeeze it, put a hole in you. [Bridge]. If there's a genie in a bottle of that Dom Perignon. I'mma drink til I get to that bitch. Em and Dre gonna introduce me to the 'burbs. They gonna listen to my words. In the hood they feel my shit. (Break it down). [Verse 2]. Picture a perfect picture, picture me in a pimp hat. Picture me starting shit, picture me busting my gat. Picture police mad they ain't got a picture of that. Picture me being broke, picture me smoking a stack. Picture me coming up, picture me rich from rap. Picture me blowing up, now picture me going back. To my momma's basement to live, shit, picture that. Where I'm from it's a fact, you gotta watch your back. You wear a vest without a gat, you's a target, Jack. Hustle hard, money stack, sell that dope, sell that crack. Sell that pack, sell that gat, sell that pussy, holla back. 50 Cent, too much Henny, man, I'm bent, I'm outta here. [Hook]. I got places to go, got people to see. The penitentiary ain't the place for me. I'm warning you, do not tempt me. I'll run up and squeeze it, put a hole in you. [Outro]. Man, I ain't' going to jail, not even to visit a nigga. You wanna holler at me you write me. Matter of fact you gotta send it to Sunset Blvd up in the Mondrian. Riding around in one of Dre's Ferrari's, nigga. Oh, matter fact, I might be in Detroit riding down 8 Mile Road. You know, in one of Em's joints and shit, you heard?. I got places to go man, you know. Shady Aftermath, we fitting to start printing money. Putting Em's faces on these motherfucking bills, shit. Ain't shit you can do about it",Hip Hop,50 Cent
Sometimes I don't get a chance to really to tell you. But I promise you my love I'll never fail you. Don't you get it?. Each day we're writing history. A thousand years from now. They'll talk about you and me. And I know sometimes I go hard for no reason at all. Put your soul through the business. And touch the weight of your heart. But when you're backs on the wall. There's a shortage of friends. You know that I'm with you till the end. 'Cause we got hood love. 'Cause I be cussin' I be screaming. Like its over then I'm loving then I'm feeling. Just to hold ya and that's how we do. You know that hood love is the good love. That's me and you. How feel love?. Well I'm with ya never quit ya and. Now that's real love. When your not here then I miss ya. Cuz I still love the way we do. You know that hood love is the good love. Ya that's me and you. Sometimes I think about leaving you. But wen I think about what we've been through. I get a feeling like it could be worse. 'Cause I've given u my best. And I don't mind it that's fine. 'Cause wen you loving somebody hard then. You'll love that way for life. You got all of my heart and I'll never leave ya side. I gave my words to love all the way to the end. So no matter what I'll be right here. I'll be right here with you. 'Cause we got hood love. 'Cause I be cussin' I be screaming. Like its over then I'm loving then I'm feeling. Just to hold ya and that's how we do. You know that hood love is the good love. That's me and you. How feel love?. Well I'm with ya never quit ya and. Now that's real love. When your not here then I miss ya. Cuz I still love the way we do. You know that hood love is the good love. Ya that's me and you. Now I'll play tough but not for too long. You are someone I depend on. No matter how I act sometimes. I can never walk away. Thought about it plenty times. But no can take ya place. Ooh and there ain't no you. Then there ain't no me. And if there ain't no us then I'd rather be by myself. 'Cause no one else can understand my history. And treat me like I need. 'Cause we got hood love. 'Cause I be cussin' I be screaming. Like its over then I'm loving then I'm feeling. Just to hold ya and that's how we do. You know that hood love is the good love. That's me and you. How feel love?. Well I'm with ya never quit ya and. Now that's real love. When your not here then I miss ya. Cuz I still love the way we do. You know that hood love is the good love. Ya that's me and you,Hip Hop,Mary J. Blige
"(feat. Kenny Rogers, Pharoahe Monch). . . [Wyclef Jean]. Yo I'm happy to be in the South. to set off my tour in the countryside. But who better to set it off for me than this man right here. [Kenny Rogers]. Yo this Kenny Rogers chillin on the country side. with men like Wyclef (uh-huh) Jerry Wonder (uh-huh). Big Jack (mm-hmm) Big Beast (mm-hmm). And we gon' do something like this for you. You got to know when to hold 'em (YEAH, YEAH!). Know when to fold 'em (DJ's, DJ's!). Know when to walk away (HIP-HOP, HIP-HOP!). Know when to run.. (YEAH, YEAH!). You got to count your dub-plates (GHETTO, GHETTO, GHETTO). before you touch the turntables (ALL HOODS!). Cause if you run out of big tunes. that means your sound is done (Y'ALL READY?). [Chorus: Kenny Rogers]. You got to know when to hold 'em. Know when to fold 'em (soundbwoys). Know when to walk away. Know when to run.. (hey, hey, hey, hey..). You got to count your dub-plates. before you touch the turntables (DJ's). Cause if you run out of big tunes. that means your sound is done. [Pharoahe Monch]. Get the hell up!. 'Clef said, get the hell up!. Now throw your hands in the sky (BO! BO! BO! BO!). Brooklyn in the back shootin craps y'all whassup?. Ladies; lookin hot and pretty. Doin your thing in the club high saditty. WORLDWIDE - the gritty committee pity the fool that. act {shitty} in the midst of the calm, the witty. (You got to know when to hold 'em..). Y'all know the name!. Same assassin from before, but the beat just changed a little. (??) who flip flows. that got women in they thongs gettin on but not Sisqo. Select your squad team and your itch. Bey know my flow muy caliente, fuego. No disrespect to soundbwoy, but you better step away from me. Easily defeat measley MC's and tease you. Ease back squeeze two in your wig and breeze through. [Chorus]. [Wyclef Jean]. C'mon, c'mon. (Get the hell up!). Soundbwoys ('Clef said, get the hell up!). (Now throw your hands in the sky) Yo. This combination gon' bust from Brooklyn to Shanghai. Feel the boogie boogie Henny got me tipsy tipsy. Kenny Rogers and Pharoahe Monch? No way, this can't be. 48 tracks, country meets rap. Put this on full blast, I'm about to break all formats. My destiny is to lead while y'all follow. This is +Showtime+ and I'm +Live at the Apollo+. [Chorus Two: Kenny Rogers + Wyclef]. You got to know when to hold 'em (soundbwoys). Know when to fold 'em (emcees). Know when to walk away (yeah, yeah, yeah..). Know when to run. You got to count your dub-plates. before you touch the turntables (DJ's). Cause if you run out of big tunes. that means your sound is done. [Chorus]",Hip Hop,Wyclef Jean
"Chours. i dont know who you are. but you seem very nice. so will you talk to me. shall i tell u a story. shall i tell you a truth. they think i'm crazy. they don't know our life is near. Verse 1. See, it started off as just a simple conversation I gave her. The name of my record company, she said ""You a sanga"". My name's Chamillionaire and I'm a rap entertainer. Oh, you that guy they talkin about when they be whisperin aint ya. Bring ya name up when they talkin and say money will change ya. I heard a lot about how you can't deal witchya anger. Heard the rumors bout how you always in trouble or danger. Not gonna judge you if it's true so there's no need to explain. Cause ya do have a right to be, ya seem like ya nice ta me. I'm bout to order me another drink, here, would you like a seat?(Yea). I tell the bartender send Hennesey on ice for me. Her drink starts emptyin while she spillin out her life to me. Tellin me about her goasl and how successful she would like to be. Invitin me, into a session of her life and she. Seems so damn innocent, but something isn't right to me. She pulls out a picture phone ""I got pics, would you like to see?"". I'm thinkin she gotta be friendly as hell. Givin her soul to me, it's like an identity sale. We never met is the story that my memory tells. Tellin me tales like she doesn't handle Hennesey well. Gettin into it, gettin intimate, and into detail. See I just met ya and ya showin me ya kids. Who said I had any kids? I didn't bring up no kids. Then who is in this picture?. Man, lemme show you just who it is. Chours. i dont know who you are. but you seem very nice. so will you talk to me. shall i tell u a story. shall i tell you a truth. they think i'm crazy. they don't know our life is near. Verse 2. Um, I don't remember her name, but she looked like a angel. Knew she wasn't from here, I knew that she didn't hanga. Round the same part of the hood, but hey the story gets stranga. Cause this stranger was stranger than I could explain ya. See, said she wasn't married, but the ring on her finger. Told me that she was lyin and just usin the same ah. Game I use on women so I couldn't even blame her. Spittin the game I spit to em when I'm tryin to bang a. I walked into this guy and he told me he used to know you. He told me about the loyalty and the love he used to show you. He said what he said with a passion like it was so true. And took advantage of the fact that the listeners really didn't know you. His picture's in my pocket book, almost got it, I'll show you. Sheee digs in her purse and while she fumbles around. To find that photo I'm like oh no, there's some trouble in town. We turn around and see two officers comin in now. They walk in real suspicious and come and sit down. So close I could see they barrels of they guns to the ground. So close that they could listen to either one of us now (shhhh). We turn back around and then she says ""No need for whisperin"". Then she tells me ""I don't really give a damn who's listenin"". Tried to make it last a long time was my mission. And he kept on trippin and then I got pissed at him. Hit him with my fist and them punches were never missin him. Chours. i dont know who you are. but you seem very nice. so will you talk to me. shall i tell u a story. shall i tell you a truth. they think i'm crazy. they don't know our life is near. Verse 3. Okay, let's get this straight. Your man cheated on you and now. You're talkin to a perfect stranger like it's makin ya proud. And the rest of this conversation she's just tellin me how. Wasn't her boyfriend in the pic, but a familiar smile. She said pictures can be decieving like she knew he was foul. Look closely and you'll see a coward who uses his smile as power. Gleamin smoke screen, couldn't stand it another hour. So she did what she did then she went to go take a shower. What're you sayin? What do you mean?. I couldn't tell you that I'm missin him. I don't understand what you're sayin. How'd you get rid of him?. She dissin him as I ask her what it is she did to him. She stops and I say ""Eh, keep talkin I'm listenin"". I don't wanna tell about the images I'm picturin. Henny spillin and she tell me for real. That the feelin that I was feelin. Was that I wanted to kill him. Somethin is wrong here. And I know just who's the villian. Her voice was gettin louder, the moral is gettin clearer. The officers lookin at us, and I can tell they can hear her. Told me it was protection, reached for it in the stash. The plastic is what she grabbed and she put right on his ass. Busted before the blast, she thought she was free at last. ""Baby I think you crazy. I'm sorry, I'm pressin. for time. I gotta go grind,. times been interestin"". Now I sweatin, I'm stressin, this girl got me guessin. That this conversation is some type of evil confession. She pulls a clearer picture it's my damn best ex-friend. ""How you know him?"". She told me that she was wit em at his house watchin movies. Sundays is when they be chillin. And that's exactly the day that the hospital came to get him. The feelin was the worse feelin she possibly could be feelin. Stood up, and then I yelled out ""Why the hell did you kill him?"". I didn't kill him I have AIDS. She had sex with em. And that's crazy",Hip Hop,Chamillionaire
"[Intro:]. Ay bra drop us off right here. Right here the blue house bra. Ay bra let's get in these bushes. When that fuck nigga get here he gets it. [Hook:]. You don't know it but I done peeped where you stay pussy. Bitch you gettin to yo house, I be right in yo bushes. Jump out with that choppa, actin real foolish. Keep bullshittin nigga I'mma be right in yo bushes. You don't know it but I done peeped where you stay pussy. Bitch you gettin to yo house, I be right in yo bushes. Jump out with that choppa, actin real foolish. Keep bullshittin nigga I'mma be right in yo bushes. [Verse 1:]. But get dropped off with them goons late night. We gone dug off with them choppas and sit tight. Lay right in yo bushes until you come back. And when we finish them crackas gone have to put you on ice. Nigga jumpin up out them bushes ain't nothin nice. We gone throw some shit but ain't gone be rice. Hollow points gone be whistlin comin back to back. Nigga we murkin we ain't worried bout you buckin back. We ain't come for the money we come for yo life. Nigga we patient with this shit we'll lay all night. We done did it before laid till the sunlight. You don't know it yet but fuck nigga you gettin wiped. [Hook]. [Verse 2:]. Got on my monkey suit layin in this wet grass. Got me hot pussy I wanna give it to you bad. Soon as you turn up in this bitch we puttin it on yo ass. Fuck niggas that run they mouths don't last. Me and my goons don't argue nigga we toe tag. You ain't do it right them crackas gone bring them body bags. Wanna see what you do when you see that ski mask. Want see you smile for that yoppa when you see it flash. We ain't gone let you get out we shootin thru yo glass. Walkin to yo car shooting that choppa lookin mad. Bustin from the front, the goons bustin from the back. Clique of young niggas gettin off in all black. [Hook]. [Verse 3:]. My goons lurk all day lookin for spots. Tryin to find where you layin and what you got. Might done followed you home weither you know it or not. Until we peep something nigga we circling the block. Keep them yoppas on deck so we ready to squab. Nigga ridin all mornin since 7 o'clock. I'm on yak they on pills we ready to wile. So if you slippin and we peep you we ready to plie. Four yoppas fifty rounds two hundred shots. All us ridin with big toolies no glocks. All the yoppas off safety no locks. Better hope yo bushes ain't our next spot. [Hook]",Hip Hop,Plies
"Refugees yo.. all you say. [Wyclef Jean]. Dirty Dirty Dirty South. I used to play while at the YMCA, in L.A.. Sold my first A-K. I saw her man get murdered on Sunday, Bloody Sunday. (What about Texas?) They need to chill with the gun play. (New York city y'all) Police are at the door. the Magnum was by the ashtray. (Look at shorty y'all) He bout to go out like Scarface. He woke up in a cardboard box with no space. with Thug Angels singin, sayin. [background harmonizing - repeat 2X]. {uh-huhhh uh-huhhh, ahh-ahh-ahh-ahhhh-ahhh-ahhh-. -uhhh-huhhh uh-huhhh..}. [Wyclef Jean] - (over harmonizing). So you wanna be a thug?. To all my thugs in Houston, you wan' push drugs?. To all my thugs in Memphis, you want the cars in the videos?. To the Jacksonville Thug Angels, let me tell you how it really goes. [Wyclef Jean]. I'm on the highway with a black bandana, headed to Atlanta. Until I heard WOOP WOOP, that ""Sound of Da Police"", should I pull over?. He had the dark shades on, but he ain't look like Stevie Wonder. His face was, pale and long - he looked like Cobey in December. Now let me ask the truth or somethin -. should I slow down and be a good camper?. I heard a young thug scream,. ""It depends what you got in the beamer!!"". Now I got two choices I could blast and become Most Wanted in America. Or I could slow down like the man in the Bronco. and get Johnny Cochran to be my lawyer. Ohh Sonya, hit her on the Motorola. If I get locked up I ain't getting out 'til Tuesday. Cause this is Saturday, and it's a holiday. Now I got to spend a week hangin in the South in jail. but you told me that crime payed. [Wyclef Jean]. The Dirty Dirty Dirty South. I used to play while at the YMCA, in L.A.. Sold my first A-K. I saw her man get murdered on Sunday, Bloody Sunday. (What about Brooklyn?) They need to chill with the gun play. (Hey) Police are at the door. the Magnum was by the ashtray. (New Jersey) He bout to go out like Scarface. He woke up in a cardboard box with no space. with Thug Angels singin, sayin. [background harmonizing - repeat 2X]. {uh-huhhh uh-huhhh, ahh-ahh-ahh-ahhhh-ahhh-ahhh-. -uhhh-huhhh uh-huhhh..}. [Wyclef Jean] - (over harmonizing). So you wanna be a thug?. My thugs in Chicago, you wan' push drugs?. My thugs in Orlando, you want the cars in the videos?. To V-A and D.C., St. Louis, Miami. [Wyclef Jean]. So you a killer, how many people did you kill?. You a dealer, how many drugs did you deal-a?. For'realla, used to sell crack on the hill-a. Yeah right! My name is Elvis and your wife is Pricilla. You're an ACTOR, you need a part in this thrilla. Hold up, ain't no nead to bust your four-fiff-a. Theres two of us, one of us is bound to leave here in a coma. So say your prayers, and give my regards to the undertaker. [Wyclef Jean]. At the Dirty Dirty Dirty South. I used to play while at the YMCA, in L.A.. Sold my first A-K. I saw her man get murdered on Sunday, Bloody Sunday. (What about New Orleans?) They need to chill with the gun play. (New York City y'all) Police are at the door. the Magnum was by the ashtray. (Look at shorty y'all) He bout to go out like Scarface. He woke up in a cardboard box with no space. with Thug Angels singin, sayin. [background harmonizing - repeat 4X]. {uh-huhhh uh-huhhh, ahh-ahh-ahh-ahhhh-ahhh-ahhh-. -uhhh-huhhh uh-huhhh..}. [Wyclef Jean] - (over harmonizing). So you wanna be a thug?. To my thugs in Tampa, you wan' push drugs?. To my thugs in Detroit, you want the cars in the videos?. To the North, to the South, to the whole Carolina-lina. Let me tell you how it really goes. (rapping). (chorus again). So you wanna be a thug?. To my thugs in A-T-L, you wan' push drugs?. To my thugs livin in Dallas, you want the cars in the videos?. Thug Angels in the Birmingham. Let me tell you how it really goes, let's go!. [Wyclef - with voice box effect]. Watch out, for the beasts. Watch out, if you got a seed homie. cause you don't want your kids growin up. thinkin they never had no daddy. Big Pun, rest in peace forever. Bronx, pour some liqour, AHHH. Slang Tom, rest in peace. Police is in the news, watch yourself. Y'all saw what they did to Diallo. [some man complaining]. Yeah you betta turn music down! I call 911!. [Wyclef Jean]. You gon' do WHAT?. WAIT! Yo turn up your musics louder. WAIT! All my people in the system Jeep. WAIT! All my people goin to school early in the mornin. WAIT! Eastern Parkway. [Haitian singing to end]. tet zaboka sevi tanyen anba latya aswe m' pap domi gyet gyet manman. tet zaboka sevi tanyen anba latya aswe m' pap domi gyet gyet manman. woy.",Hip Hop,Wyclef Jean
"My love, my love. A winner never quits. And a quitter and never wins. I thought about what I wanted. And you were on my list. Remember where I was?. In the desert with no love. No cactus's, just dust. And you swept me from above. My love. So I just wanna say. Thank you for this day. 'Cause it is so good. Honey, you got me feelin' brand new. You got me feelin' brand new. Like the tag's still on me. Got the tags still on me. Jumpin' 'round in your bed. Jumpin' 'round in your bed. So good morning, ooh girl. You are the feeling I'm jammin' to (brand new). You are the feeling I'm jammin' to (brand new). Like the tag's still on me. Got the tags still on me. My love, my love. Life to me is easy. People make it complicated. When love is the tool. No reason we can't make it. Come on, let's go, be brave. Feel somethin' at the praise. Once we know that amaze. Then give it all the way. My love. So I just wanna say. Thank you for this day. 'Cause it is so good. Honey, you got me feelin' brand new. You got me feelin' brand new. Like the tag's still on me. Got the tags still on me. Jumpin' 'round in your bed. Jumpin' 'round in your bed. So good morning, ooh girl. You are the feeling I'm jammin' to (brand new). You are the feeling I'm jammin' to (brand new). Like the tag's still on me. Got the tags still on me. All my life, when I describe. What I want, I've been misunderstood. The more I try, at bein' satisfied. And didn't think that I could. But then you came along, and you made me strong. Like God said you would. So I just wanna say. Thank you for this day. 'Cause it is so good. Honey, you got me feelin' brand new. You got me feelin' brand new. Like the tag's still on me. Got the tags still on me. Jumpin' 'round in your bed. Jumpin' 'round in your bed. So good morning, ooh girl. You are the feeling I'm jammin' to (brand new). You are the feeling I'm jammin' to (brand new). Like the tag's still on me. Got the tags still on me",Hip Hop,Pharrell Williams
"(Eminem). Is this thing on?. Where'd everybody go?. Guess who's back?. Back again·.. Ken is back, tell some·men. Rub my back, Rub my back, Rub my back, Rub my back·.. Eh·.Wait·..Hello?. Eh·..Goodnight",Hip Hop,Eminem
"Oooooh, E-40, get breaded, get breaded. Sauce Money, get breaded. Fat Joe, get breaded. Oooooh, E-40, get breaded, get breaded. Sauce Money, get breaded. Fat Joe, get breaded. [E-40]. My penitentiary family'll. reach 'fore you make a bet, when you gonna lay in a buck?. When you gon' bust these suckers upside the head with another dump?. I ain't no punk I'm like a basepipe cause I'm dope. E'rytime I touch the microphone, I come with smoke. Playa potnah whatchu talkin bout? What dey lookin like?. I just come off a double-album, you know that shit was tight. and you right I make my drops for the club and the trunk. Like a pregnant lady come with a album every eight or nine months. See y'all ain't ready. At seventeen I had a hundred dollars -- eh-eh, thousands. Chevy Impalas, ??, Cougars, lower-development housin. Who can split it, seen it, did it, been in it, done it. When y'all was tryin to walk it, see I was tryin to run it. Smoked a lot of trees drunk (trees drunk). Locked a lot of keys in the trunk (keys in the trunk). On my way back from the sushi bar, drinkin saki. I'se diamonded down and clusters on my fingers, like Liberace. To all my 223 spitters, hustlers paper go-getters. Seven digit figures, tymers, ballers, hillside niggaz. Get yer bread.. bounce yer head!. If youse obsessed withcha wealth and it. More carats than a bunny rabbit. Pop yo' collar one time if you got a weed habit. Get yer bread.. bounce yer head!. [Sauce Money]. The only way I get involved if it mean more dough. (uh-huh) Sauce Money, E-4-Oh. You know they want em, diamonds, flaunt em. Treat all my hoes like Billy Blank son and Tae-Bo on em. Whattup ma, too many G's to consume?. I spit game so I can ease in your womb. I know what you thinkin I'm just teasin the tomb. While I kick it with 40, take the keys to my room. Lobster, shrimpin, never simpin, gangsta limpin. Went from Sauce Money to big pimpin. Like bell bottoms, too much flate for some. Flow so hot got summer scared to come. But everybody on the track holdin weight. Five hundred thou', that's the golden gate. From B-K to Oaktown, pass the smoke round. Let me find out who broke now, uh-huh. There's love in the East and there's love in the West. Coast to coast G's do what you do best, just. Get yer bread.. bounce yer head!. To all my gettin money chicks if you love the song. Tell your man if he broke, he dead-ass wrong, you better. Get yer bread.. bounce yer head!. [Fat Joe]. Yeah, who wanna fuck with The Last Don?. I hate you niggaz with a pass-ion. Fuck around and get blast on. My niggaz mad strong and they kill you quick. Come out or get hit, we the shit. Think I would lie to you bitch?. You could die with the snitch, and buried alive in the ditch. Come five with the fifth, try to slide but you slid. We the livest of clicks, Terror Squad to the death of me. Remember me? The same kid that ran triz on Stephanie. Felony's the minimal, enemies I pity you. Step to me, c'est la vie, and I'm killin you. Drillin you with holes in your chest. You opposin the best. T.S., supreme, crows on the nest. [E-40]. ?? like what you say out here ain't nuttin nice. For brownie points or stripes niggaz take your life. with boxcutters, fuck a knife, just for braggin rights. LOST IN THE GAME!! Drownin sinkin holdin my breath. LOST IN THE GAME!! Broke miserable starvin to death. Boom boom boom, BOOM BOOM!. Crazy weebleations.. BOSS BURN BROOM!. Bills, wheels, and about eleven-thousand dollars worth. of counterfeit bills, marked money and sour dope deals. To all my 223 spitters, hustlers paper go-getters. Seven digit figures, tymers, ballers, hillside niggaz. Get yer bread.. bounce yer head!. If youse obsessed withcha wealth and it. More carats than a bunny rabbit. Pop yo' collar one time if you got a weed habit. Get yer bread.. bounce yer head!. Get yer bread.. bounce yer head!. Get yer bread.. bounce yer head!. And there you have it. Three tycoons.. weighin in at 300-plus ya undersmell that?. Fat Joe, Sauce Money and E-40, ya undersmell that?. East coast West Coast connection, y'know. SicK Wid It Records, the new millineum ballers. Ya undersmell me? Where you come from?. Beyotch?! You know we do this .. hoahhhh.",Hip Hop,E-40
"Wynter:. My lips like sugar. My lips like sugar. This candy got you sprung. This candy got you sprung. So call me your sugar. So call me your sugar. You love you some. You love you some. I'm sweet like.... Dae! double dee double dae. Double dee double dae. Double dee double dae. Double dee double dae (I'm sweet like...). Double dee double dae. Double dee double dae (I'm sweet like...). Double dee double dae. Sugar.... Flo-rida:. Hey I got a mouth full of cavities. Sweet tooth for the mama like sugar to me. So in love with her lips, got a bug in her ear. So shorty gotta kiss it's an emergency. Spritz sprawl for the taste addicted to her gloss. Smile this way, maybe I'll wipe it off. With my tongue in your face. I love that mistletoe sippin gran marnier,. I'm a fan all day. Do me that favor cuz I like your flavor. My managed behavior, I'm into you major. Sweetest of flavors that's good for this player. My hood now or later, throw back like a pager. Pretty much, you give me a sugar rush. Lil mama you give me high blood pressure. When you blush. Lips feel soft as a feather when we touch,. Shorty that's what's up. Wynter:. My lips like sugar. My lips like sugar. This candy got you sprung. This candy got you sprung. So call me your sugar. So call me your sugar. You love you some. You love you some. I'm sweet like.... Dae! double dee double dae. Double dee double dae. Double dee double dae. Double dee double dae (I'm sweet like...). Double dee double dae. Double dee double dae (I'm sweet like...). Double dee double dae. Sugar.... Flo-rida:. Sh shorty would you mind cuz I want me some. Now or later I don't wanna have to wait you the one. You're vicious oh so delicious. Can't help my interest, can't beat addiction. Wanna piece through a piece gotta get a piece. I don't know a piece give me all your sweets. Bottom and top lip. Bout to have a sugar feast. Never without trip, I'm a lip biting beast. Smile for them things, all 42 teeth. Squeeze the sugarcane on your mouth must be. Ain't you mama syrup sticky. You smack free. Like taffy but classy get at me. I'll gladly let you lower like this. But your lips they'll do me fine. Now baby don't trip with the juicy kind. Get flip on the grid, you ain't lyin. Wynter:. My lips like sugar. My lips like sugar. This candy got you sprung. This candy got you sprung. So call me your sugar. So call me your sugar. You love you some. You love you some. I'm sweet like.... Dae! double dee double dae. Double dee double dae. Double dee double dae. Double dee double dae. Double dee double dae. Double dee double dae. Double dee double dae. Sugar.... Flo-rida:. You like my sugar, my sugar.. You so sweet, so sweet.. Like my candy, my candy. You so sweet, so sweet.. I got a good appetite with you on me, on me.. I'll wrap you out of them clothes.. You my treat, my treat.. Girl you my sugar, I call you candy. And tonight I'm gonna get me some, get me some.. Girl you my sugar, I call you candy. And tonight I'm gonna get me some, get me some sugar.. Wynter:. My lips like sugar. My lips like sugar. This candy got you sprung. This candy got you sprung. So call me your sugar. So call me your sugar. You love you some. You love you some. I'm sweet like.... Dae! double dee double dae. Double dee double dae. Double dee double dae. Double dee double dae (I'm sweet like...). Double dee double dae. Double dee double dae (I'm sweet like...). Double dee double dae. Sugar...",Hip Hop,Flo Rida
